Artical Id,Artical Title,Artical Data,,,,,
,,,,,,,
277,['India announced as host for shooting World Cup Final in October'],['All the shooters who finished on the podium in the 12 individual events at the Paris Olympics have bagged an automatic place in World Cup Final besides the defending champions from the last edition in Doha.', 'All the shooters who finished on the podium in the 12 individual events at the Paris Olympics have bagged an automatic place in World Cup Final besides the defending champions from the last edition in Doha.'],,,,
,,,,,,,
278,['Abhinav Bindra awarded Olympic Order by IOC for outstanding services to Olympic Movement'],['The Olympic Order is the highest award of the IOC given for distinguished contributions to the Olympic Movement. It is awarded to recognize an individual who has illustrated the Olympic ideal through his/her action has achieved remarkable merit in the sporting world or has rendered outstanding services to the Olympic cause either through his own personal achievement or his contribution to the development of sport.', 'The Olympic Order is the highest award of the IOC given for distinguished contributions to the Olympic Movement. It is awarded to recognize an individual who has illustrated the Olympic ideal through his/her action has achieved remarkable merit in the sporting world or has rendered outstanding services to the Olympic cause either through his own personal achievement or his contribution to the development of sport.'],,,,
,,,,,,,
279,['India announce shotgun squad for Paris 2024 Olympics'],"[""In the men's trap Prithviraj Tondaiman an experienced and proficient trap shooter has secured his berth while the skilled Rajeshwari Kumari will represent India in the women's Trap. The adept Anantjeet Singh Naruka will be the sole Indian shooter in the men's skeet event and the talented duo of Raiza Dhillon and Maheshwari Chauhan will compete in the women's Skeet completing the five quota places that India had garnered in shotgun events.Read More"""," 'Anantjeet Singh Naruka (Photo Source: X)For the five Olympic quota places India has earned for the shotgun events in the shooting discipline at the 2024 Paris Games the National Rifle Association of India (NRAI) on Tuesday announced the name of the players that will represent the country at the upcoming Olympics.""There was intense competition for places and things could have changed in case some shooters medalled at the recently concluded Lonato World Cup.PollWhat kind of a pitch should India prepare for the 3rd Test in Mumbai?Turning trackSporting wicketSeaming pitchBut we believe that we have a great shotgun team which has won the highest ever spots for India at any Games and certainly a second Olympic medal in the discipline looks a strong possibility"" K Sultan Singh secretary general NRAI was quoted by ANI.In the men\'s trap Prithviraj Tondaiman a senior trap shooter has secured his spot while Rajeshwari Kumari will represent India in the women\'s Trap. Anantjeet Singh Naruka will be the only Indian shooter in the men\'s skeet event and Raiza Dhillon and Maheshwari Chauhan will compete in the women\'s Skeet completing the five quota places that India had earned in shotgun events.The skeet mixed team event which is making its debut at the Paris Games will feature Maheshwari and Anantjeet as the sole Indian pair. Notably all five athletes named will be participating in their first Olympic Games.  BY TABOOLASPONSORED LINKSYOU MAY LIKEAmazon CFD: Your Route to a Second IncomeCPX-RoadLearn MoreThe official disclosed that the committee had also given the green light to include Shreyasi Singh a women\'s trap shooter in the team. However the NRAI had to seek approval from the ISSF for a quota swap before her name could be officially announced.The official emphasized that the NRAI was awaiting the required authorization from the international governing body before making a public statement about Shreyasi Singh\'s inclusion.']",,,,
,,,,,,,
280,"[""Ganemat Sekhon finishes sixth in women's skeet; men disappoint in shooting World Cup""]","[""Ace Indian shooter Ganemat Sekhon secured a spot in the women's skeet final but ended up in sixth place at the ISSF Shotgun World Cup in Lonato Italy. Unfortunately none of the Indian male shooters qualified for the final round. Ganemat hit only 16 out of the first 20 targets in the 60-shot final resulting in her early elimination. The gold medal was claimed by Diana Bacosi the Rio Olympic champion who achieved an impressive 57 hits."""," ""Ganemat Sekhon. (NRAI Photo)NEW DELHI: Ace Indian shooter Ganemat Sekhon secured a spot in the women's skeet final but ended up in sixth place at the ISSF Shotgun World Cup in Lonato Italy. Unfortunately none of the Indian male shooters qualified for the final round.According to PTI Ganemat hit only 16 out of the first 20 targets in the 60-shot final resulting in her early elimination.The gold medal was claimed by Diana Bacosi the Rio Olympic champion who achieved an impressive 57 hits.Prior to the final Ganemat had an outstanding performance in the qualification rounds shooting a perfect 25 in her fifth and final round totaling 120 over all five rounds.She found herself tied with three other shooters for the last three qualification spots but after a shoot-off Ganemat secured the sixth spot by shooting the first three targets edging out Peru's Daniella Borda.  BY TABOOLASPONSORED LINKSYOU MAY LIKEAmazon CFD: Your Route to a Second IncomeCPX-RoadLearn MoreGanemat started the final strongly hitting all four targets on the first station alongside USA's Dania Jo Vizzi and Diana.Despite being the 2021 World Cup skeet medal winner Ganemat's seven out of the first 10 hits after qualifying sixth were not sufficient for her to advance further in the competition even though she missed only one of her next 10 targets.Among the other Indian women in the skeet event Maheshwari Chauhan finished 30th with a score of 114 while Raiza Dhillon placed 39th with 111.In the men's skeet competition Sheeraz Sheikh and Anantjeet Singh Naruka both shot 120 finishing 30th and 31st respectively and Mairaj Ahmad Khan ended up in 79th place with a score of 113.""]",,,,
,,,,,,,
281,['Sarabjot Singh shoots gold at Munich World Cup'],"[""Sarabjot Singh on Thursday opened India's account at the ISSF World Cup in Munich with a gold medal in the men's 10m air pistol event emerging triumphant in a field that featured a reigning world champion and a four-time Olympian."""," ""(NRAI Photo)NEW DELHI: Sarabjot Singh kicked off India's medal tally at the ISSF World Cup in Munich on Thursday by clinching gold in the men's 10m air pistol event. Competing against a reigning world champion and a four-time Olympian the 22-year-old Indian emerged victorious.Sarabjot shot 242.7 in the eight-man final narrowly edging out China's Bu Shuaihang by 0.2 points.Germany's Robin Walter secured the bronze medal.Sarabjot secured a top qualifying score of 588 to advance to the final. The competition featured reigning world champion Bowen Zhang of China four-time Olympian Yusuf Dikec of Turkey as well as Bu Shuaihang and Robin Walter.  BY TABOOLASPONSORED LINKSYOU MAY LIKEAmazon CFD: Your Route to a Second IncomeCPX-RoadLearn MoreIn this challenging field Sarabjot achieved a commanding pillar-to-post victory earning his second individual ISSF World Cup medal following his breakthrough gold last year in Bhopal.The young Indian started strong shooting three high 10s in his first five single shots to take an early lead.Sarabjot's consistent shooting continued maintaining his lead until Robin Walter caught up at the end of the 14th single shot. A clutch 10.8 in his 15th shot seemed to secure the final as Walter faltered with an 8.6. After Bowen Zhang exited in fifth place Walter managed to upset Yusuf Dikec for the bronze.Heading into the final two shots Sarabjot was 1.4 points ahead of Bu Shuaihang who was steadily closing in as the pressure mounted on Sarabjot. However Sarabjot who had topped the selection trials for the Paris Olympics held his nerve to secure a morale-boosting win.Previously Sarabjot won bronze in the 10m air pistol event at the 2023 Asian Shooting Championships in Changwon securing India's first pistol quota for the Paris Olympics.At the Asian Games last year he won gold with the men's 10m air pistol team and silver in the 10m air pistol mixed team event.(With PTI inputs)""]",,,,
,,,,,,,
282,['All Olympic-bound shooters to compete in Munich World Cup: NRAI'],['The National Rifle Association of India (NRAI) announced on Tuesday that it has successfully persuaded all shooters to participate in the upcoming World Cup in Munich. The NRAI also assured that a system will be implemented to ensure athletes receive guidance from their personal coaches during the competition. NRAI officials met with the shooters who had participated in the trials at the Karni Singh Range emphasizing the significance of the World Cup with only two months remaining until the Paris Olympics.'," 'NEW DELHI: The National Rifle Association of India (NRAI) announced on Tuesday that it has successfully persuaded all shooters to participate in the upcoming World Cup in Munich. The NRAI also assured that a system will be implemented to ensure athletes receive guidance from their personal coaches during the competition.Several shooters had requested exemption from the ISSF World Cup (pistol-rifle) scheduled for May 31 to June 6 citing the need to recover from the intense Olympic Selection Trials held in New Delhi and Bhopal over the past month.NRAI officials met with the shooters who had participated in the trials at the Karni Singh Range emphasizing the significance of the World Cup with only two months remaining until the Paris Olympics.""We had a word with the shooters (and) all the shooters have chosen to go. However we have given them very flexible requirements because they\'ve had a series of Olympic trials of late"" said NRAI senior vice-president Kalikesh Singh Deo.""We\'ve allowed them to choose the events they want to participate in and the manner in which they want to participate. So if they want to shoot the finals they shoot the finals or just shoot RPO (Ranking Points Only) and be in the environment they (can) do so"" added Singh Deo.While scores in World Championships World Cups and Asian Championships help them earn ranking points Kalikesh said there would be no such pressure on them as no points would be awarded for the Munich event.""The scores are not being counted for the national rankings so there is no pressure on them their performances. The reason we are keen for them to go is that the last international competition we had was on March 8 in Baku (World Cup) and the one after this is going to be the Olympics"" said Singh Deo.""There is no international competition of this nature and stature which is available in this six months from Baku to the Olympics. We are keen that everybody attends.""We are aware of the fact that some shooters may not want to take it in a very competitive manner but we still feel they should have the experience of the environment. So we have allowed flexibility in the manner in which they participate.""Personal coachesPersonal coaches have become a contentious issue between the NRAI and shooters as the NRAI\'s issuance of a standard operating procedure (SOP) has caused significant dissatisfaction among personal coaches.Moving forward the NRAI stated that it will accept the assistance of personal coaches provided they adhere to the SOP. This has been a particularly sensitive topic for several Olympic-bound shooters including pistol expert Manu Bhaker who trains with her coach Jaspal Rana. The situation has at times led to public disagreements.""As a rule and as a policy we had a year ago decided that personal coaches remain an integral part of the shooters and their performances. I have personally instituted the mechanism whereby personal coaches get recognised by NRAI.""Going forward the direction is very clear that a common minimum training programme will be worked out between the shooter the personal coach the national coach and the HPD (High-Performance Director).""It is important that the personal coaches attend and are able to keep track and support the shooters.""However it is also important that national coaches and the sports science team are aware of the training that the shooter is getting both in camp and off camp"" added Singh Deo.Personal coaches will be allowed to travel with their wards from the Munich World Cup onwards.""Personal coaches are allowed to go to all camps in the paradigm of the SOP. It starts with this World Cup going forward.""The provision was there earlier also but it wasn\'t being pushed and followed to the extent that I would have liked to. But going forward we will drive it through.""(With PTI inputs)']",,,,
,,,,,,,
283,['Manu Bhaker emerges most successful shooter in Olympic Selection Trials'],"[""Olympian Manu Bhaker emerged as the most successful shooter in the Olympic Selection Trials (OST) Rifle/Pistol winning the women's 10m air pistol trial 4 on the concluding day of the exercise in Bhopal on Sunday. This victory marks Manu's fourth win in the trials across two events with the other being the women's 25m sports pistol. Manu shot a score of 240.8 in the OST T4 10m air pistol final at the MP State Shooting Academy ranges finishing 4.4 points ahead of Hangzhou Asian Games champion Palak who took second place. Rhythm Sangwan secured the third spot.Read More"""," ""Manu Bhaker. (TOI Photo)NEW DELHI: Olympian Manu Bhaker emerged as the most successful shooter in the Olympic Selection Trials (OST) Rifle/Pistol winning the women's 10m air pistol trial 4 on the concluding day of the exercise in Bhopal on Sunday.This victory marks Manu's fourth win in the trials across two events with the other being the women's 25m sports pistol. Manu shot a score of 240.8 in the OST T4 10m air pistol final at the MP State Shooting Academy ranges finishing 4.4 points ahead of Hangzhou Asian Games champion Palak who took second place.PollWhat kind of a pitch should India prepare for the 3rd Test in Mumbai?Turning trackSporting wicketSeaming pitchRhythm Sangwan secured the third spot.In the women's 10m air rifle OST T4 Elavenil Valarivan won with a score of 254.3 which is 0.3 points above the current world record set by China's Han Jiayu in the ISSF World Cup in Baku this month. Ramita and Mehuli Ghosh finished second and third with scores of 253.3 and 230.3 respectively.Divyansh Panwar triumphed in the men's air rifle OST T4 with a score of 253.3 just 0.4 points below his own existing world record. Arjun Babuta (250.0) and Rudrankksh Patil (229.5) took the second and third spots respectively.  BY TABOOLASPONSORED LINKSYOU MAY LIKEAmazon CFD: Your Route to a Second IncomeCPX-RoadLearn MoreIn the men's 10m air pistol OST T4 final Ravinder Singh emerged victorious with a score of 242.2 followed by Varun Tomar (239.4) and Sarabjot Singh (218.9).The National Rifle Association of India (NRAI) conducted a series of four trials in Delhi and Bhopal to select the squad for the Paris Olympics. The top three scores in the trials along with Paris Olympics quota bonus points will determine the selection of theIndian squad for the Summer Games.At the conclusion of the nearly month-long exercise the top two in each pistol and rifle category have been identified. If the NRAI adheres strictly to the trial results Sarabjot Singh and Arjun Singh Cheema will represent India in men's 10m air pistol at the Paris Olympics potentially leaving Olympic quota winner Varun Tomar out. In women's 10m air pistol Manu Bhaker and Rhythm Sangwan topped the trials while Esha Singh and Palak both Paris quota winners placed fourth and fifth.In a surprising turn Army man Sandeep Singh topped the men's 10m air rifle trials pushing Arjun Babuta to second place. World champion Rudrankksh Patil one of the first to secure an Olympic quota for India finished third and may miss out on the Paris Games.In women's 10m air rifle Olympic quota winners Tilottama Sen and Mehuli Ghosh did not finish among the top two with Elavenil Valarivan and Ramita taking those spots.Another potential miss for Paris is Olympic quota winner Shriyanka Sadangi who finished fifth in women's 50m rifle 3-positions. Sift Kaur Samra (a quota winner) and Anjum Moudgil took the top two spots.The NRAI will make a final decision on the Paris squad after a selection committee meeting expected to take place soon. Indian shooters will next compete in the ISSF World Cup Rifle/Pistol from May 31 to June 8 in Munich.(With PTI inputs)""]",,,,
,,,,,,,
284,['Olympic Shooting Trials: Quota-holder Tilottama Sen, Nancy in tears; Ramita Jindal zooms ahead'],"[""Ramita Jindal who was out of contention for the top-2 finish in the women's 10m air rifle event shot 636.4 in the fourth and last trial pushing Tilottama Sen out of the top-2. Elavenil Valarivan also finished top at the MP State Shooting Ranges. The rankings will not change after the final as only two shooters can be fielded at the Paris Olympics.Read More"""," ""L-R: Elavenil Ramita and Nancy (NRAI Photo)BHOPAL: Calculators and tears were out on the most volatile day of the Olympic Shooting Trials on Saturday. Ramita Jindal who looked virtually out of contention for the top-2 finish in the women's 10m air rifle event shot 636.4 on the first of two days in the fourth and last trial to change the equation. With the score that is only two-tenth short of the current world record Ramita has pushed quota holder Tilottama Sen out of the top-2.PollWhat kind of a pitch should India prepare for the 3rd Test in Mumbai?Turning trackSporting wicketSeaming pitchAnother shooter Elavenil Valarivan came up the ranks to finish on top at the MP State Shooting Ranges. And these rankings (based on weighted scores and NRAI formula) barring No. 1 & No. 2 won't change regardless of the score and placing of shooters after the final on Sunday. Only two shooters in this section can be fielded at the Paris Olympics.Till the end of Trial 3 Elavenil was third behind Tilottama and Nancy (second) and Ramita was fourth. However a below par 628.8 by Tilottama and a 630.6 by Nancy made way for Elavenil (633) and Ramita. As per the calculation before the last day of the last trials Elavenil is placed first with the average score of 633 and Ramita second at 632.9. Tilottama (632.4) and Nancy (632.1) follow them.This left both Tilotamma and Nancy in tears as Sunday's winner can add a maximum 0.3 of a point and can't overtake neither Elavenil nor Ramita. Mehuli Ghosh who had won the Paris quota for India in this discipline finished fifth with an aggregate of 631.1.  BY TABOOLASPONSORED LINKSYOU MAY LIKE30 photos that really make you thinkHigh TallyThere was an upset in the men's 10m air rifle event too as 2022 World Champion Rudrankksh Patil finished third after the first day of the fourth trial. He had clinched the quota in this category. Army shooter Sandeep Singh topped the trials with an average score of (minus finals) 632.8.Arjun Babuta who had also clinched a quota for India is averaging 631.8. Rudrankksh is aggregating 631.4 and is placed third. Tokyo participant Divyansh Singh Panwar is fourth with an average score of 630.3. The scores will change after the final. But they are not going to make much difference to the ranking.The team will be selected after the National Rifle Association of India's (NRAI) selection committee sits and discusses the scores. Though Rudrankksh has not finished in the top-2 he may get preference over Sandeep since the latter doesn't have much experience of shooting in the international competitions.In the pistol segment Manu Bhaker is poised for a triple start as she topped the women's 10m air pistol category too. Manu had already topped the women's 25m pistol event where she had won the quota and being in the 10m air pistol individual event will also enable her to shoot in the mixed team event. Manu shot 581 in Trial 4. Quota holder Esha Singh shot 572 on Saturday and is placed fourth however she is placed in the top-2 in the 25m pistol category with Manu.Rhythm Sangwan shot only 572 in the fourth trial but her earlier scores were good enough to keep her in the top-2 after the qualification phase of Trial 4. Rhythm had won the quota in 25m pistol but couldn't do enough to hold onto her place. Another quota winner Palak Gulia shot 573 in the fourth trial qualification and is placed fifth overall. Surbhi Rao shot 577 and is placed third.""]",,,
,,,,,,,
285,['Sift Kaur, Niraj Kumar win in Trial 4 of selection for Paris Olympics'],"[""Sift scored 461.3 in the women's 3P Trial 4 final narrowly defeating Nischal by a single point. Ashi Chouksey finished third with a score of 448.1. In the men's 3P event Niraj emerged victorious with an impressive score of 462.9 finishing 1.7 points ahead of second-place Chain Singh. Aishwary Tomar took the third spot with a score of 449.8."""," ""Sift Kaur Samra during the Olympic selection trials in Bhopal (TOI Photo)Sift Kaur Samra secured her third victory in the women's 50m rifle 3 positions competition while Niraj Kumar claimed his second win in the men's event on the penultimate day of the Olympic Selection Trial (OST) 3 and 4 on Saturday.Sift scored 461.3 in the women's 3P Trial 4 final narrowly defeating Nischal by a single point. Ashi Chouksey finished third with a score of 448.1 followed by Shriyanka Sadangi and Anjum Moudgil in fourth and fifth places respectively.In the men's 3P event Niraj emerged victorious with an impressive score of 462.9 finishing 1.7 points ahead of second-place Chain Singh.Aishwary Tomar took the third spot with a score of 449.8 while Swapnil Kusale and Akhil Sheoran finished in fourth and fifth positions respectively.These results confirmed Sift as the top finisher in the women's 3P category based on her three best scores out of the four trials. Anjum Moudgil secured her place as the second-best shooter among the five qualified competitors.  BY TABOOLASPONSORED LINKSYOU MAY LIKEAmazon CFD: Your Route to a Second IncomeCPX-RoadLearn MoreIn the men's 3P Aishwary Tomar and Swapnil Kusale finished first and second respectively after the four trial matches.AIR PISTOL & AIR RIFLE EVENTSThe day also featured the qualification rounds of the men's and women's 10m air rifle and air pistol Trial 4.In the men's air rifle Sri Karthik Sabari Raj led the pack with a score of 631.6. Ramita Jindal stole the spotlight in the women's air rifle scoring a remarkable 636.4 which is 0.1 points higher than the current world record set by China's Han Jiayu at the Baku World Cup earlier this month.Ramita's outstanding performance placed her second overall just 0.1 points behind Olympian Elavenil Valarivan who now leads the standings with a score of 633.0. Ramita had started the day in fourth position. Mehuli Ghosh (633.1) was second while Nancy (630.6) and Tilottama Sen (628.8) were fourth and fifth respectively.In the men's air rifle the results didn't affect the standings with Sandeep Singh (fourth with 628.3) and Arjun Babuta (fifth with 624.7) maintaining their top two positions.Manu Bhaker dominated the women's 10m air pistol qualification round finishing first with a score of 581. Surbhi Rao was second with 577 followed by Palak in third with 572. Rhythm Sangwan also scoring 572 was fourth based on inner 10s while Esha Singh was fifth with 572.In the men's air pistol Sarabjot Singh topped the qualifications with a score of 584 followed by Arjun Singh Cheema in second with 583. Varun Tomar (577) took third Ravinder Singh (576) was fourth and Naveen (574) finished fifth.These results mean that in the current calculations Manu and Rhythm hold the top two positions in the women's air pistol while Sarabjot and Arjun lead the men's event.(With PTI inputs)""]",,,
,,,,,,,
286,['After setbacks, Anjum Moudgil poised to shoot in Paris Olympics'],['It took Anjum 30 a lot of alteration in her character and some solo time before making it to the top-2 of the Olympic shooting trials in the women’s 50m rifle 3-position event that concluded in Bhopal on Friday.'," ""Anjum Moudgil during the Olympic selection trials in Bhopal (TOI Photo)BHOPAL: Athletes often stay in denial when they don’t do well. Most of the time they refuse to believe they are not good enough. For Anjum it was the other way around. The former world No. 1 shooter in 50m rifle 3-position took a lot of time in believing she can be the best in the world. The delay in her admission somewhere cost her a few chances to be in the Indian team and win Olympic quota for the Paris Games.It took Anjum 30 a lot of alteration in her character and some solo time before making it to the top-2 of the Olympic shooting trials in the women’s 50m rifle 3-position event that concluded in Bhopal on Friday.PollWhat kind of a pitch should India prepare for the 3rd Test in Mumbai?Turning trackSporting wicketSeaming pitchAnjum who became world No. 1 at the start of 2022 went through a tough phase when she was out of the Indian team for the World Championships and the Asian Games and couldn’t win a quota in the event that gave her a ticket to the Tokyo Olympics. However the seasoned shooter was able to finish the trials behind Sift Kaur Samra.Anjum left Ashi Chouksey Nishchal and quota winner Shriyanka Sadangi behind in the race to Paris making it to top-2 despite not having the advantage of two quota points. Relieved after her last trial Anjum said the journey post Tokyo Games has been a roller-coaster ride.  BY TABOOLASPONSORED LINKSYOU MAY LIKEAmazon CFD: Your Route to a Second IncomeCPX-RoadLearn More“I think not winning the quota in my World Championship (2022) and missing it by one point was something that kept me out of the next World Championship (2023). When I missed a quota in 2022 I immediately was dying to get another chance to win it and to be in the team for the World Championship in 2023” Anjum said.However the desperation of being in the team for a quota event only made things worse for Anjum.“That didn't work because I had put immense pressure on myself and I was not performing well and that did affect me a lot mentally. So I had to figure out ways to get back and start liking the sport again.”She said the process of wanting to win but not able to do so tired her out.“I was just sort of tired wanting to do better. I started training on my own went out to train alone and then played a competition without the Indian team. It's good to have a team with you but when you are alone you can figure out so many ways to spot mistakes work on them. I think I am a person who would love to stay alone and enjoy my company” she said.""]",,,
,,,,,,,
287,"[""Delhi High Court upholds Indian shooting federation's Olympic selection policy""]",['The court rejected a petition filed by a shooter contesting her exclusion from the Olympic selection trials thereby supporting the criteria set forth by the NRAI for Paris 2024.', 'Image from the Olympic selection trials at the MP State Shooting Academy in Bhopal (Photo: @OfficialNRAI on X)In a ruling announced on Thursday the Delhi High Court has affirmed the Paris 2024 Olympic Selection Policy devised by the National Rifle Association of India (NRAI) the governing body for shooting sports in the nation.The court rejected a petition filed by a shooter contesting her exclusion from the Olympic selection trials thereby supporting the criteria set forth by the NRAI for Paris 2024.In response to the unfolding events K Sultan Singh the Secretary General of NRAI remarked: “Our selection policy for the Olympic Games 2024 stands upheld being fair reasonable and transparent. All the athletes have been given a fair chance. The policy is more inclusive for the shooters to qualify.”Indian shooters have secured an unprecedented 21 Olympic quota places out of a maximum of 24 for each nation in the forthcoming Paris 2024 Games set to commence on July 26 2024.  BY TABOOLASPONSORED LINKSYOU MAY LIKEAmazon CFD: Your Route to a Second IncomeCPX-RoadLearn MoreWith eight quotas each the rifle and pistol disciplines have garnered the maximum slots while shotgun shooters have achieved their highest-ever tally of five quota places.The team aims to augment the current count of four Olympic medals including one gold earned by the sport in the prestigious event.(With IANS inputs)'],,,,
,,,,,,,
288,['Skeet shooter Maheshwari takes India’s Paris Olympics quotas tally to highest-ever 21'],['Dhanpat Singh Chauhan built a private shooting range in a small town of Siana in Jalore district of Rajasthan in 2010 in hopes to see his granddaughter train and play for India. On Sunday the granddaughter Maheshwari Chauhan 27 clinched a silver in the skeet event at the ISSF World Cup in Qatar and secured a quota place for India. The grandfather passed away in 2015 and is not alive to see Maheshwari win her first-ever ISSF medal but the moment will hold a special place in the Chauhans’ hearts.', 'Maheshwari Chauhan. (ISSF Photo)PUNE: Dhanpat Singh Chauhan built a private shooting range in a small town of Siana in Jalore district of Rajasthan in 2010 in hopes to see his granddaughter train and play for India.On Sunday the granddaughter Maheshwari Chauhan 27 clinched a silver in the skeet event at the ISSF World Cup in Qatar and secured a quota place for India. The grandfather passed away in 2015 and is not alive to see Maheshwari win her first-ever ISSF medal but the moment will hold a special place in the Chauhans’ hearts.This is India’s 21st quota for the Paris Games the highest ever and it is also the first time Indian women shooters have qualified for skeet event at the Olympics.India has clinched maximum two quotas in the event with Raiza Dhillon taking the first.Maheshwari shot 54 in the 6-woman final to see her scores tied with Francisca Chadid of Chile. In the shootoff for gold Chadid shot 4 targets while Maheshwari hit three and settled for silver. However she took one of the two quota places available. This was the last chance to win Paris quotas. Sweden’s Victoria Larsson who finished fourth took the second quota available. China’s Yiting Jiang took bronze but was not eligible for the quota as her country had already won two before this tournament.“It is an emotional moment. I have been working hard for this. The tournament had a strong field and everybody was aiming to win a quota place. I did well and what a day to win my first ISSF medal and a quota place for the country” Maheshwari told TOI after her match.Maheshwari’s grandfather passed away in 2015 and she started shooting in his memory. “Though he had built the range in 2010 I started shooting after my grandfather passed away. He was my inspiration and if he were alive today he would have been proud of me” she said.Other Indians in fray Ganemat Shekhon and Areeba Khan finished 24th and 47th respectively.'],,,,
,,,,,,,
289,['Palak wins Paris Olympics quota in 10m air pistol'],['This is India’s 20th quota place in shooting the highest so far in its Games history. It also completes the set in rifle and pistol events for the Indian contingent. The quotas belong to the country and all the quota winners will have to shoot in the Olympic trials before making it to the team for Paris.', 'Palak. (ISSF Photo)PUNE: Last year Palak 18 had to take a tough call of skipping her medical entrance exam. A bright student Palak wanted to focus on her shooting and on the Olympic qualifiers.On Sunday the Haryana shooter proved her decision right by clinching a Paris Olympics quota place in the women’s 10m air pistol with a bronze medal finish at the Rio World Cup the final qualifier for the 2024 Games.This is India’s 20th quota place in shooting the highest so far in its Games history. It also completes the set in rifle and pistol events for the Indian contingent which has for the first time grabbed all 16 quota places on offer.Shotgun shooters have won four out of eight berths available the highest number for them too.  BY TABOOLASPONSORED LINKSYOU MAY LIKENYC Hotel Smartphone Booking | Bookmark Now! | New York City Hotel Booking |Mill Canyon RoadClick HereEsha Singh had earlier won India’s one of the two quotas in the women’s 10m pistol.Palak made it to the final on Saturday after finishing sixth in the qualification round along with teammate Sainyam (7th).Surbhi Rao missed the eight-woman final after finishing ninth.On Sunday Palak recovered from a shaky start in the final after hitting an 8.9 in her second shot. Though she couldn’t hit bigger 10s (barring a 10.8 and 10.6) she managed to keep going with 9.8s consistently.Her closest competitor Veronica Major a Tokyo Games participant from Hungary was ahead of Palak till the fourth series of the elimination but two 8s (8.8 8.9) set the former back.From there on Palak didn’t lose the third position and finished with 217.6 points to win bronze and one of the two quota places.The other quota went to second-placed Kamonlak Saencha of Thailand as the gold medallist Elmira Karapetyan of Armenia had already won a quota in previous tournaments.“It must be a big relief for her (Palak) as she managed to win a quota today. She is usually good in the finals and I feel this was her weakest final so far. But the result was good as she managed to up her game despite getting off to an average start” Palak’s father Joginder Gulia told TOI.Palak started shooting in 2019 and soon got into the Indian team. “She took up shooting so that it can help her in academics which was her focus earlier. However last year she had to decide between shooting and medical and she opted for shooting and gave her National Eligibility cum Entrance Test (NEET) a miss” he added.“Since she is always training and participating it wouldn’t have been possible for her to focus on her studies.”The quotas belong to the country and all the quota winners will have to shoot in the Olympic trials before making it to the team for Paris.'],,,,
,,,,,,,
290,"[""'It feels great to be in the team after...': Skeet shooter Sheeraz Sheikh after selection for Olympic qualifiers""]",['Sheeraz Sheikh is preparing for the world Olympic qualifiers in Doha from April 19-29. He will train in Italy under coach Ennio Falco. Sheeraz along with Commonwealth Games gold medallist Shreyasi Singh seasoned Mairaj Ahmad Khan and World Cup winner Ganemat Sekhon will join a 12-member shotgun squad for the final Paris Games qualifying competition.'," 'Sheeraz SheikhNEW DELHI: Indian shooter Sheeraz Sheikh is busy packing his bags and kit as he gears up for the world Olympic qualifiers to be held in Doha from April 19-29. Sheeraz will train in Italy under the tutelage of veteran coach Ennio Falco before traveling to Doha the venue for the world Olympic qualifiersApart from Sheeraz Commonwealth Games gold medallist Shreyasi Singh seasoned Mairaj Ahmad Khan and World Cup winner Ganemat Sekhon figured in a 12-member shotgun squad picked for the final Paris Games qualifying competition.""It feels great to be in the team after four long years. I had three good selections and the top score was 122/125"" Sheeraz told TimesofIndia.com in an interview.""Now I will be training in Italy with Ennio Falco to work on the technical part of the game and I will be flying to world Olympic qualifiers from there"" he said.Sheeraz a cricketer-turned-shooter is also excited to share the range with senior pro Mairaj and young Angad Bajwa.""Looking forward to it as I will be sharing the team with Mairaj Ahmed Khan and Angad Bajwa. After the world qualifiers we have three more competitions - World Cup Baku World Cup Lonato and Green Cup followed by a 10 days camp in Italy"" he said.Sheeraz Sheikh""We already have Anantjeet Singh Naruka in the team. He won\'t shoot world qualifiers as he already has the quota he will be joining the team from the Baku World Cup"" he said.Sheeraz was 12 when he was introduced to cricket. Dreaming of becoming a leg-spinner Sheeraz started his cricket career at the City Vocational School in Meerut and went on to represent Uttar Pradesh at state level in Under-16 cricket. He also played alongside 2011 World Cup winner Piyush Chawla and leg-spinner Karn Sharma.']",,,,
,,,,,,,
291,['Flash targets for Para Shooting World Cup trap finals create controversy'],"[""While 'flash targets' are not mandatory in the finals of the shotgun events they are used in almost every international competition finals including the Olympics ISSF World Cup World Championships continental championships and even in India's national championships and trials as they reduce judgement errors to a bare minimum. The Para Shooting World Cup is the first-ever event of its kind taking place in India and offers 20 Paris Paralympic berths."""," ""While 'flash targets' are not mandatory in the finals of the shotgun events they are used in almost every international competition finals including the Olympics ISSF World Cup World Championships continental championships and even in India's national championships and trials as they reduce judgement errors to a bare minimum. The Para Shooting World Cup is the first-ever event of its kind taking place in India and offers 20 Paris Paralympic berths.""]",,,,
,,,,,,,
