Artical Id,Artical Title,Artical Data,
,,,
387," shares her thoughts on 49ers DE's MAGA message in support of Donald Trump""]","[""Nick Bosa's post-game MAGA hat statement overshadows 49ers' win against the Cowboys. His political gesture sparks social media uproar with NBC editing out the incident from their coverage highlighting the ongoing intersection of sports and personal beliefs.""",
,,,
388,"[""The San Francisco 49ers' pivotal win over the Dallas Cowboys lifts their record to 4-4 fueling optimism for the second half of the NFL season. Coach Kyle Shanahan sees this as an opportunity to build momentum especially with Brock Purdy's standout performance and key players returning post-bye week."""," ""Kyle Shanahan and 49ers Captains strong message to locker room post SNF win over CowboysAs the NFL season hits the halfway mark the San Francisco 49ers face a crucial turning point. Their recent victory over the Dallas Cowboys not only boosted their record but also reignited hopes for a strong second half. Coach Kyle Shanahans optimism signals a determination to capitalize on this momentum. What will this win mean for the team as they head into the bye week? Lets explore the key insights from their latest performance.Also Read: 49ers GM addresses $158M loss with Deebo Samuel and key players missing against Cowboys49ers gain momentum with key winKyle Shanahan and 49ers Players Speak Following #DALvsSF| 49ers  BY TABOOLASPONSORED LINKSYOU MAY LIKEAmazon CFD: Your Route to a Second IncomeCPX-RoadLearn MoreThe San Francisco 49ers wrapped up Week 8 with a hard-fought win against the Dallas Cowboys improving their record to 4-4 as they head into the bye week. In a post-game press conference Coach Kyle Shanahan expressed optimism about their position stating When you look at our division and everything we feel in a really good spot.While a .500 record may not be ideal it reflects Shanahans motivational approach. He acknowledged that the teams performance hasnt met initial expectations but highlighted the importance of the recent victory in avoiding a 3-5 record which would have made the bye week much more challenging.Looking ahead Shanahan views the bye as a chance for rest and recovery with hopes of welcoming back key players. Linebacker Fred Warner noted It wasnt the start we would have wanted emphasizing the need for improvement without making excuses. Quarterback Brock Purdy shared that the team is committed to getting better in the upcoming weeks.With a 30-24 victory over the Cowboys the 49ers are poised to build momentum as they enter the second half of the season.Brock Purdys key role in supporting Kyle Shanahan and team on SundayThe 49ers delivered an edge-of-your-seat thriller against the Cowboys but one explosive quarter turned the tide. Trailing 10-6 at halftime it seemed like trouble for Brock Purdy and Kyle Shanahans squad. However Purdy seized control in the third quarter orchestrating three touchdown drives that flipped the score to a commanding 27-10. The energy surged among 49ers fans even as Dak Prescott connected with CeeDee Lamb for two late touchdowns tightening the game.With just over three minutes left and the stakes high San Francisco's defense rose to the occasion stifling Prescotts efforts and clinching a hard-fought 30-24 win. Now the 49ers head into their bye week ready to take on the Buccaneers next.Also Read: Embracing Motherhood: 49ers Star Christian McCaffreys wife Olivia Culpo connects with her maternal instincts""]",
,,,
389,"[""Despite significant injuries to star players like Brandon Aiyuk and Christian McCaffrey 49ers GM John Lynch remains confident in the team's depth and resilience. Coaches are adapting their game plans relying on less experienced but dependable players to navigate through an extensive injury list and maintain their playoff aspirations.Read More"""," ""49ers GM addresses $158M loss with Deebo Samuel and key players missing against CowboysWith $158 million worth of offensive firepower sidelined John Lynch's resolve at Levis Stadium was unshaken after the 49ers' thrilling 30-24 victory over Dallas. I know theres better football in front of us Lynch confidently stated. We just gotta keep going.Why was Lynch so confident despite the absence of game-changers Brandon Aiyuk and Christian McCaffrey? Staying healthy is so critical in this league and its happened to a lot of our best players he admitted yet his tone was marked by resilience. Whats driving this unwavering belief?Also Read: Embracing Motherhood: 49ers Star Christian McCaffreys wife Olivia Culpo connects with her maternal instincts  BY TABOOLASPONSORED LINKSYOU MAY LIKEMy 4 year old is battling a heart disease. Please save her!Give Hope IndiaLearn MoreStrength in the face of challenges for John Lynch49ers Update: Deebo Samuel Jauan Jennings George Kittle and Talanoa HufangaThe 49ers' GM faces a daunting challenge with his star-studded offense riddled with injuries. Brandon Aiyuks season ended with a torn ACL and MCL. Christian McCaffrey remains in the trainers room. Deebo Samuel fresh from a hospital stay with pneumonia left Sundays game with injured ribs after a gutsy 71-yard receiving performance. Lynchs response to this offensive exodus? Stay calm and rely on depth. Weve got a good group of players he asserted on KNBR Friday. Lynchs faith in depth players like Ricky Pearsall and Chris Conley  a very dependable trusted guy  suggests he won't rush into the trade market despite mounting injuries.The numbers tell a stark story. Ten players occupy the 49ers' injured reserve list. Samuel's setback came after managing just four snaps last week leaving trainers scrambling when he struggled to breathe. Right before the game somebody came up to me and said Wheres Deebo?' Lynch recalled. Next thing you know a trainers running out. (via: EssentiallySports)Weve let a couple of wins we had in our grasp go Lynch reflected post-game. Yet his eyes are set on the upcoming bye week when McCaffrey might return to spark the offense. Lynchs patience stems from a bigger picture  hes counting on getting McCaffrey Dre Greenlaw and others back to fuel another playoff push. When we get those guys back well be a better football team.Shanahans offense struggles without star playersKyle Shanahan's post-game injury report after the Cowboys matchup resembled a war dispatch: J.P. Mason shoulder Dee Winters concussion Deebo Samuel ribs Renardo Green ankle. The injuries kept piling up forcing constant adjustments to an already strained game plan.Despite missing their $158 million duo the 49ers managed to field a productive offense. A 66-yard touchdown by Samuel was nullified by a penalty yet the team still racked up 30 points. Each new injury however pushes Shanahan to dig deeper into his playbook testing the limits of his scheme's adaptability.These challenges may intensify in the coming weeks. Jauan Jennings remains doubtful with a hip injury thinning the receiving corps further. When asked about seeking trade help Shanahan was cautious: Its a lot harder to do than people realize. Teams arent eager to give up players who can really help you.Currently the 4-4 49ers are weathering the storm. Their victory over Dallas proved they could win without their full arsenal. But as Lynch and Shanahan navigate this injury maze one question looms: Can staying the course keep their Super Bowl dreams alive?Also Read: Will Travis Kelces girlfriend Taylor Swift show up for the Chiefs Week 8 showdown against the Raiders amid marriage plans?""]",
,,,
390,['Myles Garrett a player for the Cleveland Browns donned an impressive Terminator costume for Halloween. The costume was so detailed that it caught the attention and praise of the original Terminator Arnold Schwarzenegger. Garrett has a history of elaborate Halloween costumes and this years transformation continues his trend of thrilling displays.Read More'," 'Credit: XCleveland Browns\' defensive powerhouse Myles Garrett once again stole the show with his Halloween extravaganza. This year he transformed into the iconic Terminator complete with a meticulously crafted mask that mirrored Arnold Schwarzenegger\'s half-human half-machine visage from the legendary film. The disguise was so convincing that it made Garrett virtually unrecognizable.Also Read: ""Tough one to swallow"": Head coach Matt Eberflus expressed the disappointment as Bears faced a devastating defeat against the Washington CommandersMyles Garrett embraces Terminator persona before Ravens matchup earning praise from Arnold SchwarzeneggerKnown for going all out with both costumes and yard decorations each Halloween season Garrett has once again stolen the show with an impressive take on Arnold Schwarzenegger\'s iconic Terminator character. Garretts attention to detail was evident in the mask he wore which was crafted by Mike Castro and the creative team at Madness FX a former Hollywood costume design company. The mask which captured the half-burned half-cyborg face of Schwarzeneggers Terminator character brought Garrett closer to embodying the role leaving fans and fellow players in awe. His dedication to nailing this look seemed to signal a message that hes fully prepared to channel Schwarzeneggers intensity as he faces off against the Baltimore Ravens.  BY TABOOLASPONSORED LINKSYOU MAY LIKEAmazon CFD: Your Route to a Second IncomeCPX-RoadLearn MoreThis years costume is only the latest in Garretts tradition of elaborate Halloween setups as he has consistently raised the bar with his themes. Last year he transformed his yard with a Jeepers Creepers theme decorating it with images of NFL quarterbacks as his ""victims"" and showing up to his game dressed as the movie\'s Creeper. The year prior in 2022 his viral quarterback graveyard display earned him even more attention with Garrett donning the Quarterback Grim Reaper persona to complete the eerie scene.Arnold Schwarzenegger himself reacted to Garretts Terminator costume praising the football stars dedication in a video posted by the Browns\' official account on X (formerly Twitter). Schwarzeneggers admiration has added an extra layer of excitement to Garretts Halloween display cementing his costume as a standout in NFL Halloween history.While Garrett brings the intimidation factor off the field the Browns are counting on quarterback Deshaun Watson to perform on it. Acquired in a trade from Houston in 2022 and signed to a fully guaranteed $230 million contract Watson has faced challenges this season with five touchdowns and three interceptions marking his performance.Also Read: Aaron Rodgers Darkness quote after Jets\' defeat against Patriots draws social media backlash']",
,,,
391,"['Indianapolis Colts quarterback Anthony Richardson removed himself from the game against the Houston Texans due to being ""out of breath"" despite not being injured. This decision led to backlash from fans and former Colt Pat McAfee. Richardson has faced criticism for his performance this season adding to the team\'s challenges.'"," 'Image via Imagn ImagesIndianapolis Colts quarterback Anthony Richardson pulled himself out of the game in the third quarter against the Houston Texans on a sack by Jake Hansen. Pat McAfee touched his helmet an acknowledged signal that he should leave the game. Breathless but not injured Richardson left for a snap and was replaced by Joe Flacco. Richardson was the fourth overall pick in the 2023 draft and was considered the future in the pocket having athleticism and the ability to throw.Also Read: ""The NFL is hard: Aaron Rodgers blunt quote about New York Jets\' defeat from the New England PatriotsPat McAfee called out Anthony Richardson for leaving Colts gameAnthony Richardson is the second-year quarterback for the Indianapolis Colts who have an arduous test against the Houston Texans in the AFC South. Although Richardson had a good game he was inconsistent and only completed two of 15 passes. One of those completions was a long touchdown pass to Josh Downs which makes him more of a boom-or-bust player.  BY TABOOLASPONSORED LINKSYOU MAY LIKEMy 4 year old is battling a heart disease. Please save her!Give Hope IndiaLearn MoreIn the second half quarterback Richardson faced a 10-point deficit with the Colts\' offense in scoring position. However he was knocked down and appeared injured leading to him being subbed out for third-and-goal. Richardson who has already missed two games this season due to an oblique injury was later revealed to have subbed himself out because he was ""out of breath"" and for no other reason.This incident sparked controversy among fans particularly former Colt Pat McAfee who called out the second-year quarterback on Twitter. ""I had never seen anNFL QB tap out while still being healthy until watching Anthony Richardson"" McAfee wrote. ""The QB is your franchise. The message it sends is loud and influential.Anthony Richardson struggled in the Colts\' 23-20 loss to the Houston Texans completing only 10-of-32 passes for 175 yards a touchdown and a game-changing interception. His stats indicate a tough season for the young quarterback with Colts fans feeling the sting of his struggles.Also Read: Frustrations boiled over between Seattle\'s Derick Hall and Jarran Reed as they were seen throwing punches at each other']",
,,,
392,"[""WWE superstar Seth Rollins was left stunned after the Chicago Bears' unexpected loss to the Washington Commanders on a last-second Hail Mary pass by rookie quarterback Jayden Daniels. The dramatic ending where the Bears initially led 15-12 with 23 seconds left and the subsequent Twitter exchange between Rollins and the Commanders generated significant buzz among fans."""," 'Image via Getty ImagesWWE Superstar Seth Rollins was shocked by the Chicago Bears\' loss to the Washington Commanders a Hail Mary touchdown pass by rookie quarterback Jayden Daniels. A fan captured Rollins\' live reaction astonished after celebrating earlier when he thought the Bears were going to win.Also Read: Aaron Rodgers Darkness quote after Jets\' defeat against Patriots draws social media backlashWashington Commanders mocks WWE star Seth RollinsThe Chicago Bears lost to the Washington Commanders on Sunday not only on the final play but also on a Hail Mary which was just short of the endzone but ended up tipped into the hands of Noah Brown. This was one of the most ""what the f*ck"" endings in NFL history as the Bears took a 15-12 lead with 23 seconds left. A Bears fan Seth Rollins was shocked by Commanders Quarterback Jayden Daniels who caught the ball midway down the field for a 18-15 win over the Commanders. One of the spectators has captured that on camera.  BY TABOOLASPONSORED LINKSYOU MAY LIKEMy 4 year old is battling a heart disease. Please save her!Give Hope IndiaLearn MoreAfter the loss Rollins took to Twitter and shared his disappointment. I hate football he wrote. Soon after his tweet the official Washington Commanders Twitter account posted a tweet saying Thanks for coming with Rollins pass in the trash.In a thrilling game in D.C. Commanders quarterback Jayden Daniels and Bears star Caleb Williams engaged in a chess match keeping the score low through three quarters. However both quarterbacks saved their best for last. The Bears took control with a heart-pounding 10-play 62-yard drive culminating in a touchdown with just 25 seconds left.The Bears\' sideline erupted and it appeared that Williams had secured a dramatic road victory but Daniels was not done yet. Washington quarterback Darrell Green was retired by the Washington Redskins after a 52-yard Hail Mary touchdown. Despite facing clock pressure Green managed to extend the clock and score an 18-15 win with receiver Noah Brown securing the ball. The game was filled with excitement as the crowd erupted in disbelief.Also Read: Frustrations boiled over between Seattle\'s Derick Hall and Jarran Reed as they were seen throwing punches at each other']",
,,,
393,"[""With the election nearing Devon Mostert wife of NFL player Raheem Mostert voices her strong support for Donald Trump and criticism of Kamala Harris sparking discussions. She defends her stance driven by concerns for her children's future and faces backlash for opposing endorsements from figures like Beyonc. Devon remains unyielding in her political beliefs."""," 'Credit: Instagram and Getty ImagesAs the political climate intensifies leading up to the November 5 election Raheem Mostert\'s wife Devon has made her allegiance known. A vocal advocate for former President Donald Trump Devon has consistently expressed her dissent toward Vice President Kamala Harris. Her recent comments have stirred discussions in both social and political circles.Also Read: ""Tough one to swallow"": Head coach Matt Eberflus expressed the disappointment as Bears faced a devastating defeat against the Washington CommandersDevon Mostert backs \'American Mommas\'In a pointed Instagram story Devon took aim at superstar Beyonc who recently endorsed Harris at a rally in Houston. During this event Beyonc emphasized her message as coming from a place of motherhood rather than celebrity stating that she ""cares deeply about the world my children and all the children live in."" However this sentiment was met with resistance from Devon who praised those in the comments echoing her discontent toward both Beyonc and Harris. They give me hope. Real diehard American mommas are NOT playing this election. They dgaf who Beyonc wants them to vote for Devon was quoted as saying reflecting her determination to stand firm in her beliefs.  BY TABOOLASPONSORED LINKSYOU MAY LIKEMy 4 year old is battling a heart disease. Please save her!Give Hope IndiaLearn MoreDevon Mostert has been particularly vocal in her criticisms of Harris. She articulated her commitment to safeguarding her childrens future as a motivating factor behind her vote. As a mama I am voting to protect my kids in the future so I\'m OK with the backlash she remarked illustrating her readiness to face criticism head-on. Additionally she has pointed out the racial backlash she experiences as a Trump supporter emphasizing that any insults aimed at her children will not be tolerated.With the election drawing near Devon Mostert remains steadfast in her support for Trump and the values he represents. Her passionate advocacy resonates with a segment of the electorate that feels disillusioned by mainstream celebrity endorsements.Also Read: ""Can\'t wait to get him back"": Jerod Mayo addresses concerns over Drake Maye\'s concussion following Patriots\' win against Jets']",
,,,
394,"[""The Chicago Bears faced a tough loss against the Washington Commanders. Rookie quarterback Jayden Daniels led the Commanders to a last-second victory with a Hail Mary touchdown. Despite the Bears efforts and a strong performance they couldn't secure the win. Head coach Matt Eberflus and quarterback Caleb Williams expressed their disappointment and vowed to learn from the experience."""," 'Credit: Imagn ImagesThe Chicago Bears suffered a heart-wrenching defeat against the Washington Commanders in a nail-biting finish. Despite a valiant defensive effort and a late offensive surge the Bears were unable to secure victory. The game took a dramatic turn in the final moments when Commanders rookie quarterback Jayden Daniels connected on a Hail Mary pass resulting in a walk-off touchdown. This devastating play overshadowed the team\'s strong performance throughout the game.Also Read: ""Can\'t wait to get him back"": Jerod Mayo addresses concerns over Drake Maye\'s concussion following Patriots\' win against JetsBears face heartbreak in last-second loss to CommandersThe heartbreak was palpable as head coach Matt Eberflus expressed his disappointment following the game. Obviously the guys are disappointed he remarked. When you lose a game like that that\'s a tough one to swallow. It comes down to that last play and we practice that play 100 times since we\'ve been here... That\'s a hard way to lose. This sentiment resonated with fans and players alike highlighting the emotional toll of such a narrow defeat.  BY TABOOLASPONSORED LINKSYOU MAY LIKEMy 4 year old is battling a heart disease. Please save her!Give Hope IndiaLearn MoreComing off a bye week the Bears had entered the game with momentum riding a three-game winning streak. However their hopes were dashed in the final moments when the execution of their defensive strategy faltered. Eberflus elaborated on the execution details indicating the importance of their preparations: I\'ll have to look at what the execution was on that but we have a body on a body boxing guys out like basketball at the very end. We have one guy at the rim that knocks the ball down. His emphasis on thorough analysis underlined the team\'s commitment to improvement.Matt Eberflus on loss in Washington | Chicago BearsQuarterback Caleb Williams who had orchestrated a go-ahead score moments before the game-winning play shared in the disappointment. It\'s a heart-wrenching play to have he stated. We practice it trust me we practice it. Sometimes things just don\'t go your way. It\'s tough when it\'s something like that. His words captured the frustration of the team which had demonstrated skill and tenacity throughout the game only to have victory slip through their fingers at the last moment.As the Bears regroup for their next challenge against the Arizona Cardinals the focus will be on learning from this painful experience. The team will need to harness their emotions and channel them into productive preparation ensuring they can bounce back and reclaim their momentum in the weeks ahead. The resilience displayed by the Bears will be crucial as they aim to turn the page on this heart-wrenching loss.Also Read: Aaron Rodgers Darkness quote after Jets\' defeat against Patriots draws social media backlash']",
,,,
395,['The New York Jets continue their disappointing season with a fifth straight loss this time against the New England Patriots. Interim head coach Jeff Ulbrich faces criticism as hopes of postseason fade. ESPN analyst Mike Greenberg demands sweeping changes following another lackluster performance.'," 'Image via Imagn ImagesThe New York Jets have finished the 2024 NFL season the wrong way; losing lousily with a 22-25 defeat to the New England Patriots their fifth game straight loss when coming in on a 2-1 start. As such it became their fifth straight loss and first in a season under interim head coach Jeff Ulbrich and formerly defensive coordinator for the team after a decision to hire the former head coach Robert Saleh seems not to have worked. Long-time New York Jets fan and ESPN analyst Mike Greenberg spoke out on his favorite New York franchise\'s play following the loss to the New England Patriots on Sunday via social media commentary.Also Read: ""The NFL is hard: Aaron Rodgers blunt quote about New York Jets\' defeat from the New England PatriotsMike Greenberg sounded disappointed following the loss of the Jets to the PatriotsThe New York Jets were going nowhere from that point forward losing to the New England Patriots 25-22 with both teams sitting at a tied-for-last place 2-6 record in the AFC East. After their heavy favorites status heading into the game against the Patriots the Jets released their head coach and traded for Rodgers\'s favorite target Davante Adams. With those two moves the Jets will not likely see the postseason. ESPN\'s Mike Greenberg sounded disappointed following the loss.  BY TABOOLASPONSORED LINKSYOU MAY LIKEMy 4 year old is battling a heart disease. Please save her!Give Hope IndiaLearn MoreHe first tweeted a two-word demand for the franchise ""Fire everybody. He added another tweet writing In a season filled with embarrassing performances that was the worst. In a history filled with horrible seasons this may be the worst. The #Jets of 2024 are one of the truly colossal failures in recent sports memory. And it only gets worse from here.Rodgers ended a defeat with 233 yards and two touchdowns but the Patriots won at Gillette Stadium losing quarterback Drake Maye in the early going to concussion. The Jets attempted to change their season by trading Davante Adams to the Las Vegas Raiders but could not manage that. In his first game for New England Davante Adams had four receptions for 54 yards as the Jets lost. The Jets therefore have a chance to win back from the two losses they have in succession when they face Houston Texans in Week 9.Also Read: ""To create some sort of spark"": Saints coach Dennis Allen reveals why he chose Rookie QB Jake Haener late against Chargers']",
,,,
396,"[""New England Patriots rookie QB Drake Maye suffered a concussion in a game against the New York Jets after a hit by Jets safety Jamien Sherwood. Head coach Jerod Mayo expressed optimism for Mayes return. Maye is now in the NFL's concussion protocol and remains uncertain for the next game against the Tennessee Titans."""," 'Credit: Imagn ImagesIn a dramatic showdown against the New York Jets rookie quarterback Drake Maye of the New England Patriots was sidelined after suffering a concussion late in the first quarter. His injury occurred during an 18-yard scramble when Jets safety Jamien Sherwood made a significant hit to the back of Mayes helmet. The Patriots managed to secure a thrilling 25-22 comeback victory but the focus now shifts to Maye\'s health and future availability.Also Read: Jayden Daniels\' mother Regina Jackson\'s one-emoji response says it all after QB\'s 52-yard spectacular hail mary touchdown against BearsJerod Mayo offers crucial injury update on Patriots QB Drake MayeFollowing the game head coach Jerod Mayo provided some hope regarding Maye\'s condition. He reported I walked in at halftime and saw him and the competitor he is he wanted to go back out there. But there\'s protocol he has to go through and I can\'t wait to get him back.  BY TABOOLASPONSORED LINKSYOU MAY LIKEMy 4 year old is battling a heart disease. Please save her!Give Hope IndiaLearn MoreInitially Maye was deemed questionable to re-enter the game but Mayo later confirmed during halftime that he would not return. Post-game updates revealed that Maye is now undergoing the NFLs concussion protocol a rigorous five-step process designed to ensure player safety before returning to the field. Mayo expressed his anticipation for Mayes return emphasizing the quarterback\'s competitive spirit and determination.Jerod Mayo: ""I thought it was a good team win."" | Patriots Press ConferenceWhile the extent of Maye\'s concussion remains uncertain the fact that he could engage in a conversation with his coach is a positive sign. It suggests that he is alert and aware which is crucial in the early stages of recovery from a concussion. The 22-year-old\'s resilience is commendable and it is clear that his team values his contributions.Looking ahead Maye\'s status for the upcoming game against the Tennessee Titans is still in limbo. The team and fans alike are hopeful for his swift recovery. As Maye navigates the protocol the Patriots will closely monitor his progress. The rigorous guidelines established by the NFL emphasize the importance of player safety and while the situation is undoubtedly challenging for the young quarterback his well-being is the top priority.In conclusion the New England Patriots are facing a crucial moment as they await updates on Maye\'s health. His performance and potential return could play a significant role in the team\'s future games particularly as they prepare to take on the Titans next Sunday.Also Read: Travis Kelces classy postgame message to Brock Bowers wins over NFL fans as Chiefs continues their unbeaten run']",
,,,
397,"[""Travis Kelce became the fifth NFL tight end to surpass 75 receiving touchdowns marking his career milestone in the Kansas City Chiefs' 27-20 win against the Las Vegas Raiders. Kelce now ranks fifth for overall career TDs by tight ends and remains a key figure with record-breaking receptions against the Raiders."""," ""Image via Getty ImagesKansas City Chiefs' tight end Travis Kelce etched his name in history books by catching the 5-yard touchdown when his team defeated the Las Vegas Raiders 27-20. This marked a career 75th touchdown for Kelce who is the fifth tight-end in the NFL to surpass 75 receiving touchdowns from the same position. Today he broke Jason Witten's tie and assumed the fifth position for overall career TDs by tight ends. Kelce has 10 catches for 90 yards but remains far behind Jimmy Graham who already has 89 touchdown grabs. Antonio Gates is the TE all-time leader with TDs having had 116. Kelce moved into a tie for fourth all-time with Graham and now has 94 TD receptions.Also Read: Travis Kelces classy postgame message to Brock Bowers wins over NFL fans as Chiefs continues their unbeaten runTravis Kelce's first touchdown of the season came on National Tight Ends DayOn National Tight Ends Day Travis Kelce found the end zone for the first time this season in the second quarter of the Kansas City Chiefs' 27-20 win against the Las Vegas Raiders. Kelce was the fifth tight end to gain 75 receiving touchdowns. He broke a tie that had existed with Jason Witten for fifth all time in career TDs. He ended with ten catches for 90 yards including one touchdown.  BY TABOOLASPONSORED LINKSYOU MAY LIKESecure Your Childs Future with Strong English FluencyPlanet SparkLearn MoreKelce took the lead for most receptions all-time against the Raiders with 115 receptions surpassing Tony Gonzalez and fellow TE Tony Gates. He also caught a pass from Mahomes in the second quarter setting a new record. Antonio Gates and Keenan Allen are third and fourth on the list for most receptions against Las Vegas. Kelce holds numerous records including career postseason receptions of 165 single-season receiving years in 2020 and becoming the fastest tight end to reach 11000 yards in 2023.The nine-time Pro Bowler also holds NFL records for most consecutive and overall seasons with 1000 receiving yards by a tight end but has started the season slowly taking until Week 8 to register his first touchdown. The Chiefs have become the seventh Super Bowl champion to win each of their first seven games joining the New England Patriots Green Bay Packers Indianapolis Colts Denver Broncos and San Francisco 49ers.Also Read: Dak Prescott: The highest paid player in average annual salary in NFL history""]",
,,,
398,"[""The Las Vegas Raiders' offensive struggles were evident in their 27-20 loss to the Kansas City Chiefs. Despite coach Antonio Pierces focus on physicality the team managed only 228 total yards and 33 rushing yards. The conservative and risk-averse play-calling has led to criticism and frustration as the Raiders fall to a 2-6 record."""," 'Credit: AP PhotosThe Las Vegas Raiders\' recent performance against the Kansas City Chiefs has once again highlighted their struggles this season. Despite coach Antonio Pierce\'s emphasis on physicality the team has consistently fallen short particularly on the offensive side of the ball.Also Read: Jerry Jones\' family vehicle hit by rising barricade before highly anticipated Cowboys-49ers matchAntonio Pierce faces backlash for play calling during Raiders\' disappointing home lossThe Chiefs boasting a perfect 7-0 record showed their dominance by securing a 27-20 victory further deepening the Raiders\' woes as they now stand at 2-6. This defeat marked the Raiders worst offensive performance of the season with a paltry total of 228 yards and a dismal 33 rushing yards the least they have managed against Kansas City in nearly two decades. The significance of their offensive struggle was underscored by the fact that the Raiders averaged a mere 1.57 yards per carry one of the lowest outputs in franchise history against the Chiefs.  BY TABOOLASPONSORED LINKSYOU MAY LIKEMy 4 year old is battling a heart disease. Please save her!Give Hope IndiaLearn MoreCoach Pierce and Gardner Minshew Postgame Presser - 10.27.24 | Week 8 vs. Chiefs | NFLPierce had expressed a strong commitment to instilling physicality in his team stating (Were) trying to establish some physicality with our guys up front. That was part of our identity and DNA that weve been harping on. Were going to continue harp on it. Yet the execution on the field has not reflected this commitment. In critical moments such as failing to convert on a pivotal third down the Raiders offense appeared tentative rather than aggressive a stark contrast to the expectations set by their coach.The conservative approach taken by Pierce during crucial game situations has drawn significant criticism. Instead of seizing opportunities the strategy leaned towards clock management as Pierce himself noted ""We wanted to score but more importantly we wanted to keep the clock running."" This mentality has left fans and analysts questioning the teams drive and ambition especially when the game was still within reach.This perplexing play-calling and risk-averse mindset encapsulate a season marked by frustration. Despite Pierce\'s vocal insistence on physicality and imposing will the team\'s performance often betrays these ideals leaving the Raiders in a vulnerable position. As they prepare for a crucial matchup against Cincinnati before their bye week there lies a significant opportunity to address these shortcomings and potentially recalibrate their season.Also Read: Aaron Rodgers Darkness quote after Jets\' defeat against Patriots draws social media backlash']",
,,,
399, secured a 27-20 victory over the Las Vegas Raiders on Sunday'],['The Kansas City Chiefs triumphed over the Las Vegas Raiders 27-20 securing their 13th consecutive win. Patrick Mahomes became the fastest quarterback to surpass 30000 yards in 103 games. Travis Kelce had a standout game tying him for fifth place in all-time tight end receptions. The Chiefs remained undefeated at Allegiant Stadium overcoming key challenges from the Raiders.',
,,,
400,"[""In a gripping NFL Week 8 match rookie QB Jayden Daniels propelled the Washington Commanders to an 18-15 victory over Chicago Bears with a last-second Hail Mary to Noah Brown. Despite trailing 15-12 with just seconds remaining Daniels' impressive composure and connections led to a dramatic 52-yard touchdown leaving fans and his mother in awe."""," 'Credit: Regina Jackson/InstagramThe Washington Commanders scripted one of the most dramatic victories in NFL history against the Chicago Bears in Week 8. With seconds ticking away rookie quarterback Jayden Daniels launched a Hail Mary pass that found its way into the hands of wide receiver Noah Brown securing an improbable 18-15 win for the Commanders.Also Read: Aaron Rodgers Darkness quote after Jets\' defeat against Patriots draws social media backlashRegina Jackson reacts with one emoji to Jayden Daniels\' stunning 52-Yard hail mary against the Bears  BY TABOOLASPONSORED LINKSYOU MAY LIKEMy 4 year old is battling a heart disease. Please save her!Give Hope IndiaLearn MoreWith the Commanders holding a slim 12-7 lead late in the fourth quarter the Bears mounted a critical 62-yard drive that culminated in a one-yard touchdown run by running back Roschon Johnson with just 23 seconds left on the clock. This turn of events left Washington facing a daunting task: they needed to cover 76 yards in mere moments to reclaim victory.Determined not to surrender Daniels quickly rallied his team. An 11-yard pass to tight end Zach Ertz and a subsequent 13-yard connection with wide receiver Terry McLaurin positioned the Commanders at their own 48-yard line. Faced with a decision instead of attempting an unlikely long field goal the team opted for the high-risk Hail Mary strategy.With the clock ticking down Daniels unleashed a powerful throw downfield. The ball was tipped but fortuitously landed in the hands of wide receiver Noah Brown who completed the 52-yard game-winning touchdown. This electrifying finish not only left Commanders fans on the edge of their seats but also showcased Daniels remarkable composure under pressure.The play left fans and analysts stunned including Daniels\' mother Regina Jackson. Following the game she expressed her astonishment on social media posting a thinking face emoji in response to her son\'s incredible feat. This simple gesture resonated with many capturing the collective bewilderment and excitement felt by fans witnessing the stunning conclusion.When asked about his pivotal moment on the field Daniels humbly attributed his success to God. ""Nothing but God man. Nothing but God. Without Him I don\'t think I would be playing this week. All glory to God."" This statement reflects his strong faith and gratitude further endearing him to fans. Looking ahead the 6-2 Commanders are set for an NFC East clash against the New York Giants.Also Read: Travis Kelces classy postgame message to Brock Bowers wins over NFL fans as Chiefs continues their unbeaten run']",
,,,
